label context intent
安否確認 父の山本が行方不明で、連絡が取れません。 安否確認できますか？
安否確認 両親と連絡とれません。 無事に避難場所に着いたか確認できますか。
安否確認 武蔵野第一小学校に通っている2人の子供と連絡が取れません。 どうすれば安否確認できますか。
安否確認 家族の携帯に電話しても連絡が取れないんですが、救急車で運ばれたりしていないか確認できませんか？ 本町の小林優子と言います。
安否確認 桜木町の山本というものです。 母である梨々花というの人の安否はわかりますか。
安否確認 私の家族の情報はありますか？ 私の家族の情報はありますか？
安否確認 そちらの桜木町内に山本という者が住んでいるのですが、連絡が取れません。なにか情報がありますか？もしくは、どこに電話すれば情報が得られますか？ 連絡が取れません。なにか情報がありますか？
安否確認 現地に住んでいる友達に連絡できないのでそちらから確認出来ますか 現地に住んでいる友達に連絡できないのでそちらから確認出来ますか
安否確認 徳島県阿波市の実家に両親と祖父母が住んでいて、連絡がとれません。 安否の確認や避難先、分からなければ、阿波市阿波町北五味知の被害状況を教えてください。
安否確認 小学生の子供が習い事に向かっていたのですが、 まだ会えず連絡も取れていないので心配です。そちらに何か連絡とかありますでしょうか？
安否確認 ろうの友達にLINEを送りましたが既読になりません。 安否の確認をしたいです。
安否確認 家族がどうなっているのか分かりません。無事かどうかどうやって調べればいいですか？ 無事かどうかどうやって調べればいいですか？
安否確認 実家に連絡が取れないので様子を見に行った夫が帰ってきません。連絡も取れないのですが、何か情報がないでしょうか。名前は大川です。 連絡も取れないのですが、何か情報がないでしょうか。
安否確認 両親の家は震源地の近くにありますから 両親は大丈夫かを確認してみませんか。
安否確認 弟と連絡が取れないので、心配です。彼の様子を確認していただけませんか。 弟と連絡が取れないので、心配です。彼の様子を確認していただけませんか。
救助要請 石廊崎の住民ですが，石廊崎荘の斜面が崩れ，通行人が負傷したようです。骨折しているような感じです。至急，救急車を廻して。 骨折しているような感じです。至急，救急車を廻して。
救助要請 家が倒壊し、母が下敷きになっています。早く助けてください。 早く助けてください。
救助要請 助けてください。 助けてください。
救助要請 助けてください。 助けてください。
救助要請 助けてください。 助けてください。
救助要請 助けてください。 助けてください。
救助要請 助けてください。 助けてください。
救助要請 助けてください。 助けてください。
救助要請 助けてください。 助けてください。
救助要請 家が倒壊して屋根の下敷きになっています。身動きが取れない状態です。助けに来てください。お願いします。 身動きが取れない状態です。助けに来てください。
救助要請 家が倒壊して屋根の下敷きになっています。身動きが取れない状態です。助けに来てください。お願いします。 早く助けに来てください。
救助要請 家が倒壊して屋根の下敷きになっています。身動きが取れない状態です。助けに来てください。お願いします。 早く助けに来てください。
救助要請 早く助けに来てください。 早く助けに来てください。
救助要請 早く助けに来てください。 早く助けに来てください。
救助要請 助けてください。 助けを呼んでください。
救助要請 助けてください。 助けを呼んでください。
救助要請 助けてください。 助けを呼んでください。
救助要請 助けてください。 助けを呼んでください。
救助要請 助けてください。 助けを呼んでください。
救助要請 助けてください。 助けを呼んでください。
救助要請 湊区の津波避難タワーに避難している住民がいることが分かった。周辺は津波により浸水していて近づくことができない。避難者は、30人くらいいる模様。 けが人などはいないようだが、至急救助できないか。
救助要請 静岡県賀茂郡南伊豆町手石1119−5の住人ですが，余震が心配なので避難したいのですが，高齢者がおり，自力では動けません。 誰か手助けをお願いできないでしょうか。
救助要請 湊町沿岸部の住民ですが，沿岸部一帯で地盤液状化が発生しています。周辺道路も陥没し，乗用車3台が立ち往生しています。 早く救援を。
救助要請 下流公会堂の屋上に、昨日夜警後、翌日休みという事もあり、酔いつぶれ、取り残された消防団員が３名いる。 救助を要請する。
救助要請 下賀茂町の住民です。隣家の住民がタンスの下敷きになって大けがをしています。私たちでは助けることができません。早く救助に来てくれ。 私たちでは助けることができません。早く救助に来てくれ。
救助要請 蛇石区自主防災会の者です。地震により蛇石公民館付近で多数の住宅が倒壊した。住民が、閉じ込められた人の救助活動を続けているがとても対応しきれない。風が強く数箇所で発生した火災が拡大しつつあるが、住民だけでは消火活動に限界がある。重篤患者が多数いるため、対応可能な病院を教えてほしい。このままでは、被害が拡大する一方なので、一刻も早く応援をして欲しい。 一刻も早く応援をして欲しい。
救助要請 湊町磯崎荘近隣の住民です。隣のお宅にけが人がいるようです。早く救助して病院に連れて行け。 早く救助して病院に連れて行け。
救助要請 差田地区の外岡優行さん(60)宅のおじいさん、友造さん(84)が行方不明。友造さんは、離れで生活しており、地震発災後、家から出たのを優行さんが確認している。三坂地区防災センターに避難したと思い、夜明け後、確認に行ったがいなかった。近所の人たちと付近を捜索したが、見つからないので非常に心配している。捜索の応援をお願いしたい。 見つからないので非常に心配している。捜索の応援をお願いしたい。
救助要請 民生委員ですが，避難行動要支援者名簿を基に，岩殿町の住民を支援に行きましたが，1人では移送させることができません。移送を支援していただけないでしょうか。 移送を支援していただけないでしょうか。
救助要請 図書館本館では建物には大きな被害はないものの，利用者が棚や本の落下により負傷しております。近くで負傷者を受け入れていただける病院はありますか。 利用者が棚や本の落下により負傷しております。近くで負傷者を受け入れていただける病院はありますか。
救助要請 下賀茂・ペンション花梨が土砂災害により、建物が倒壊し生き埋めになっている人がいる。住民が救助活動を続けているが、被害が大きく間に合わない。救出、救助の支援をお願いしたい。現時点で2人が心肺停止しているようだし、けが人は多く出ている。怪我人の中には重傷の人が何人かいるので、至急大きな病院に運びたい。 怪我人の中には重傷の人が何人かいるので、至急大きな病院に運びたい。
救助要請 静岡県賀茂郡南伊豆町入間８９３の住民ですが，近くの「民宿」の付近で，落下した看板で負傷して倒れています。意識がないようですが，救急車を早く。 落下した看板で負傷して倒れています。意識がないようですが，救急車を早く。
救助要請 私の住んでいる集落に通じる橋が決壊して避難ができません、至急救援お願いします。 私の住んでいる集落に通じる橋が決壊して避難ができません、至急救援お願いします。
救助要請 高齢の夫婦です。住所は武蔵小杉中原区区です。 今後雨が降り続き川の増水が続くなら救助をお願いします。
救助要請 NAN 東京大学の赤門付近に瓦礫で怪我して動けない人がいます！
救助要請 NAN 救助をお願いできないでしょうか？
救助要請 NAN もしもし、足の骨が折れて、動けないんですけど。
救助要請 NAN 家の前の道路が冠水して、逃げられなくなっているので、早く救助をお願いしたいです。
救助要請 友達が３分前にXXX橋から川に落ちました！ 大変です。早く助けてください。
救助要請 あああ！レンガに埋もれている！今家にいる！ 誰か、誰か助けてよ！
救助要請 助けてください。 父の行方がわかりません。
救助要請 救急です。住所はXXです。 救急車を呼んでください。
救助要請 隣のマンションの一階の駐車場部分が潰れています。中に停まっていた車から「助けてくれ」って声がしてるんですが！ 本町三丁目の交差点のところです。
救助要請 桜木町の山本という者です。家の外へ出る通路が塞がっており、避難できませんので、 救助を要請いたします。水などはあり、けが人もいないため、緊急性はありません。(もしくは、緊急性がある場合)水がなく、けが人がいるため、緊急を要します。
救助要請 NAN 専門家による救助が必要と思われる方がおられます。
救助要請 5番地の山本ですが、119番に連絡しても繋がりません。 救助をお願いします。
救助要請 NAN 家から出れなくなったのでどうにか助けてください
救助要請 今家で冷蔵庫が倒れてきて、妻が下敷きになって動けません。自分一人ではどかせないので、 消防をお願いします。
救助要請 洪水で家から出られなくなってます。 助けてください。
救助要請 NAN 助けてください！
救助要請 NAN 緊急で助けが必要です。
救助要請 割れたガラスを踏んで血がたくさん出ています。ガラスが残っていそうで止血できません。 119に連絡が取れないんですが、どうしたらいいですか？
救助要請 屋根が落ちて主人が下敷きになってるんです、 すく来ていただけないでしょうか。
救助要請 ドアに挟まっていて、かろうじて息ができるんですが、 助けてください。
被害状況確認 県防災ヘリ「オレンジアロー」号からの情報によると、南伊豆町落居地区の丸山トンネルの落居側が山腹崩壊しているとの情報が入った。現在、落居地区と連絡が取れるか確認したい。また、連絡が取れれば、地区の状況を教えて欲しい。 また、連絡が取れれば、地区の状況を教えて欲しい。
被害状況確認 南伊豆の状況を確認したいのですが。 南伊豆の状況を確認したいのですが。
被害状況確認 目黒で何人の被害者が出ています？ 目黒で何人の被害者が出ています？
被害状況確認 今の状況が知りたいのですが、よろしいでしょうか。 今の状況が知りたいのですが、よろしいでしょうか。
被害状況確認 駒場はどんな状況ですか。 駒場はどんな状況ですか。
被害状況確認 物資の配達をしたいのですが、道路とかの状況はどうですか。 物資の配達をしたいのですが、道路とかの状況はどうですか。
被害状況確認 駒場の学生寮の建物は古いのですが、建物は崩壊していませんか。 建物は崩壊していませんか。
被害状況確認 被害状況を確認したいのですが、いいでしょうか。 被害状況を確認したいのですが、いいでしょうか。
被害状況確認 街の状況を知りたいのですが 街の状況を知りたいのですが
被害状況確認 町の状況を知りたいのですが 町の状況を知りたいのですが
被害状況確認 町の状況を知りたいのですが 被害状況を知りたいのですが
被害状況確認 町の状況を知りたいのですが 町の状況を知りたいのですが
被害状況確認 京王井の頭線駒場東大前から明大前までのエリアの様子を教えてください！ 京王井の頭線駒場東大前から明大前までのエリアの様子を教えてください！
被害状況確認 NAN 避難地域に指定されたため家に戻れません、我が家の状況を教えてください。
被害状況確認 被害状況確認をしたいのですが 被害状況確認をしたいのですが
被害状況確認 被害状況確認をしたいのですが 被害状況確認をしたいのですが
被害状況確認 被害状況確認をしたいのですが 被害状況確認をしたいのですが
被害状況確認 被害状況確認をしたいのですが 被害状況確認をしたいのですが
被害状況確認 被害状況確認をしたいのですが 被害状況確認をしたいのですが
被害状況確認 町の状況を知りたいのですが 町の被害状況を知りたいのですが
被害状況確認 被害状況確認をしたいのですが 対策はどうなっていますか
被害状況確認 被害状況確認をしたいのですが 対策はどうなっていますか
被害状況確認 被害状況確認をしたいのですが 対策はどうなっていますか
被害状況確認 ニュージランドの地震はどうなっていますか ニュージランドの地震はどうなっていますか
被害状況確認 現在の被害状況を教えてください。 現在の被害状況を教えてください。
被害状況確認 駒場はどんな状況ですか。 駒場はどんな状況ですか。
被害状況確認 テレビで東京で大きな地震が発生したと聞いたのですが、実際の状況は今どうなっていますか。 実際の状況は今どうなっていますか。
被害状況確認 テレビで東京で大きな地震が発生したと聞いたのですが、実際の状況は今どうなっていますか。 実際の状況は今どうなっていますか。
被害状況確認 テレビで東京で大きな地震が発生したと聞いたのですが、実際の状況は今どうなっていますか。 実際の状況は今どうなっていますか。
被害状況確認 テレビで東京で大きな地震が発生したと聞いたのですが、実際の状況は今どうなっていますか。 実際の状況は今どうなっていますか。
被害状況確認 町の被害状況を確認をしたいのですが、情報をいただけますか。 町の被害状況を確認をしたいのですが、情報をいただけますか。
被害状況確認 NAN 目黒区の周辺被害状況
被害状況確認 世田谷区代沢エリアの地震震度と被害情報を教えて！ 世田谷区代沢エリアの地震震度と被害情報を教えて！
被害状況確認 避難指定の地域ではないのですが、避難したほうがいいですか？ 避難指定の地域ではないのですが、避難したほうがいいですか？
被害状況確認 被害状況を教えてください。家に戻っても大丈夫ですか。 被害状況を教えてください。家に戻っても大丈夫ですか。
被害状況確認 NAN 本町の被害はどんな感じでしょうか？家が潰れたりはしていませんか？火事は起きていませんか？
被害状況確認 避難を行うことを考えています。まず今すぐに避難すべきか、もしくは自宅の高い階に逃げるなど他のことを考えるべきでしょうか。避難する場合、避難所までの被害状況はどうでしょうか。 避難を行うことを考えています。まず今すぐに避難すべきか、もしくは自宅の高い階に逃げるなど他のことを考えるべきでしょうか。避難する場合、避難所までの被害状況はどうでしょうか。
被害状況確認 住んでいる場所の被害を教えて下さい。 住んでいる場所の被害を教えて下さい。
被害状況確認 テレビの報道で国道が通行止めと見たのですが、復旧の見込みは何時になりますか テレビの報道で国道が通行止めと見たのですが、復旧の見込みは何時になりますか
被害状況確認 徳島県阿波市の実家に両親と祖父母が住んでいて、連絡がとれません。安否の確認や避難先、分からなければ、阿波市阿波町北五味知の被害状況を教えてください。 分からなければ、阿波市阿波町北五味知の被害状況を教えてください。
被害状況確認 NAN 家の中はいろいろな物が倒れ、ガラスが飛び散っています。
被害状況確認 大川町の家の倒壊は、どの程度なのでしょうか？ 住んでいる人たちは避難所にいますか？
被害状況確認 NAN 両親の家は潰れていなかを知りたいです。
被害状況確認 NAN うちの近くの被害状況を教えてくれませんか。
被害状況報告 NAN 道路陥没
被害状況報告 地下鉄東豊線元町駅付近、車道陥没しています、車で通行の方はご注意下さい！ 車道陥没しています、車で通行の方はご注意下さい！
被害状況報告 高槻市立寿栄小のブロック塀が崩れて9歳女児が亡くなった。 高槻市立寿栄小のブロック塀が崩れて9歳女児が亡くなった。
被害状況報告 町が水没していますよ 町が水没していますよ
被害状況報告 あらゆるところで被害があって、信号機、街路樹、行先表示板の倒壊、軽自動車横転、クレーン倒壊など被害続出してます あらゆるところで被害があって、信号機、街路樹、行先表示板の倒壊、軽自動車横転、クレーン倒壊など被害続出してます
被害状況報告 通行止め 通行止め
被害状況報告 全壊 全壊
被害状況報告 今駒場小学校に人がたくさん集まってる。 周りに大きな被害がない。
被害状況報告 家の裏が崖崩れを起こしました！住所は東京都目黒区です。 家の裏が崖崩れを起こしました！住所は東京都目黒区です。
被害状況報告 こちらは無事です。被害はありません。会社と家族に伝えてください。 こちらは無事です。被害はありません。会社と家族に伝えてください。
被害状況報告 国道20号線の大山交差点のあたりが陥没しています。水が吹き出しています。 国道20号線の大山交差点のあたりが陥没しています。水が吹き出しています。
被害状況報告 桜木町町に住む山本です。桜木町の５番地でビルが倒壊し、道路の通行ができなくなっています。 他の方の避難や物資の輸送にあたり、ご注意ください。
被害状況報告 現在、私がおります地点での被害状況を報告します。 現在、私がおります地点での被害状況を報告します。
被害状況報告 目黒区６番地の裏山が土砂くずれで建物が埋められてます。人もいるかもしれません。 目黒区５番地の裏山が土砂くずれで建物が埋められてます。人もいるかもしれません。
被害状況報告 私は大丈夫ですが、男性の方が足にケガしています 私は大丈夫ですが、男性の方が足にケガしています
被害状況報告 避難所に来たんですが、建物にヒビが入っています。安全に使えるかどうか調べに来てください。 避難所に来たんですが、建物にヒビが入っています。安全に使えるかどうか調べに来てください。
被害状況報告 次男の子供は幼稚園でみんなで避難しています。 次男の子供は幼稚園でみんなで避難しています。
被害状況報告 旦那は職場で避難しているようです。 旦那は職場で避難しているようです。
被害状況報告 私は大きな本棚が倒れ、足を負傷しましたが、なんとか歩ける状況です。 私は大きな本棚が倒れ、足を負傷しましたが、なんとか歩ける状況です。
被害状況報告 家が崩れているところもあるので体育館に避難しました。避難場所の体育館がとても寒くてお年寄りの方々が辛そうです。毛布を配布してもらえないですか？ 家が崩れているところもあるので体育館に避難しました。避難場所の体育館がとても寒くてお年寄りの方々が辛そうです。毛布を配布してもらえないですか？
被害状況報告 家が崩れてしまいました。 家が崩れてしまいました。
被害状況報告 3階が雨漏りしています。 3階が雨漏りしています。
被害状況報告 倒れてきたタンスの下敷きになって足を骨折してしまいました。 倒れてきたタンスの下敷きになって足を骨折してしまいました。
被害状況報告 屋根が落ちて、2人が下敷きになってるんです、すく来ていただけないでしょうか。 屋根が落ちて、2人が下敷きになってるんです、すく来ていただけないでしょうか。
被害状況報告 地震発生から骨折している者は現在２２６人です。 地震発生から骨折している者は現在２２６人です。
被害状況報告 大規模半壊、半壊、半壊に至らない、床上浸水、床下浸水 大規模半壊、半壊、半壊に至らない、床上浸水、床下浸水
被害状況報告 道路、橋梁、河川被害 道路、橋梁、河川被害
被害状況報告 土砂災害 土砂災害
被害状況報告 通行止めなど 通行止めなど
被害状況報告 ため池、断水、建物床上浸水 ため池、断水、建物床上浸水
被害状況報告 水道 水道
被害状況報告 古平町役場によると、20日13:00現在、浄水場の故障の影響で、北海道古平町の全域で断水が発生しています。浄水場の洗浄は終了し、水道水を作るための浄水処理をしていますが、予想外の使用により水道水が溜まらず、全戸に配水するために必要な水道水の確保ができていないことから、 トイレでの使用を除き、各家庭の蛇口を開けないよう呼びかけています。
被害状況報告 中国電力によると、山口県下関市の一部地域で停電が発生していましたが、10:50現在、復旧しています。 現在、復旧しています。
被害状況報告 中部電力によると、三重県津市の一部地域で停電が発生していましたが、10:15現在、復旧しています。 10:15現在、復旧しています。
被害状況報告 関西電力によると、19日21:33頃、奈良県吉野郡川上村の一部地域で停電が発生していましたが、20日00:10現在、復旧しています。 一部地域で停電が発生していましたが、20日00:10現在、復旧しています。
被害状況報告 中部電力によると、静岡県浜松市天竜区の一部地域で停電が発生していましたが、20日00:10現在、復旧しています。 静岡県浜松市天竜区の一部地域で停電が発生していましたが
被害状況報告 大阪市において、８０歳男性が、ブロック塀の崩落に巻き込まれ死亡しました 大阪市において、８０歳男性が、ブロック塀の崩落に巻き込まれ死亡しました
被害状況報告 高槻市において、９歳女児が、ブロック塀の崩落に巻き込まれ死亡しました 崩落に巻き込まれ死亡しました
被害状況報告 茨木市において、８５歳男性が、本棚の下敷きになり死亡しました 茨木市において、８５歳男性が、本棚の下敷きになり死亡しました
被害状況報告 高槻市において、６６歳男性の死亡を確認 高槻市において、６６歳男性の死亡を確認
被害状況報告 現在四季の杜公園は台風２１号被害により大変危険な状態のため『一時閉園』しております。園路などの落葉・折枝の除去作業が終了次第、開園させていただきます。別途開園のお知らせをいたします。 折枝の除去作業が終了次第、開園させていただきます。別途開園のお知らせをいたします。
被害状況報告 台風24号による強風の影響で、正門横に植えられた樹木が根元から倒されてしまいました。 正門横に植えられた樹木が根元から倒されてしまいました。
被害状況報告 浸水続き河川改修 浸水続き河川改修
被害状況報告 秋田市で観測史上最大雨量を記録した。 秋田市で観測史上最大雨量を記録した。
被害状況報告 あちらこちらで土砂崩れが起きた宇和島市では、産業のみかん畑も大きな被害を受けました。 産業のみかん畑も大きな被害を受けました。
被害状況報告 農道が崩れ、消毒~草刈~摘果~収穫と農家の方は次から次へと被害により農業作業が遅れている様です 農家の方は次から次へと被害により農業作業が遅れている様です
被害状況報告 倒木があちこちに 倒木があちこちに
被害状況報告 余震により、立岩地区の菊池さん宅が倒壊。菊池さん一家4名のうち2名は脱出したが、2名が下敷きになっている模様。 付近２～３軒も同様に倒壊し、住民が取り残されている模様。
被害状況報告 信じられないくらいデカイ木が根元から飛ばされている。枝がボキボキに折れている。 信じられないくらいデカイ木が根元から飛ばされている。
被害状況報告 助けたくても動けない状況でした。消防団の活動休止命令も出ました。 消防団の活動休止命令も出ました。
被害状況報告 川の堤防が決壊して我が家の１階部分の畳のところまで浸水しています、現在2階に避難したところです。 川の堤防が決壊して我が家の１階部分の畳のところまで浸水しています、現在2階に避難したところです。
被害状況報告 今朝の状況です。グループホームで9名亡くなりました。非難したい人も居るでしょう。ですが、どうかご理解ください。荒れる天候の中、ヘリは飛べず、道路は寸断されています。 荒れる天候の中、ヘリは飛べず、道路は寸断されています。
被害状況報告 熊本地震死者計２８人に９００人重軽傷Ｍ７・３「阪神」級震度６強相次いでいます。 重軽傷Ｍ７・３「阪神」級震度６強相次いでいます。
被害状況報告 新潟県村上市内の地震による避難所、通行止めの情報です。現在までに津波被害の情報は入っておりません。 新潟県村上市内の地震による避難所、通行止めの情報です。現在までに津波被害の情報は入っておりません。
避難所 避難所どこですか。 避難所どこですか。
避難所 今さっき地震がありましたけど、避難所は開設されますか。 今さっき地震がありましたけど、避難所は開設されますか。
避難所 地震から1時間以上経って避難しなさいってこれだけ言ってるのに避難所になってる所がまだ解放されていない。どういことですか。 地震から1時間以上経って避難しなさいってこれだけ言ってるのに避難所になってる所がまだ解放されていない。どういことですか。
避難所 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？ 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？
避難所 災害時の避難所はどこが指定されていますか 災害時の避難所はどこが指定されていますか
避難所 指定避難所・一時避難場所を知りたいのですが？ 指定避難所・一時避難場所を知りたいのですが？
避難所 避難所にペットを同行できますか 避難所にペットを同行できますか
避難所 避難所について伺いたいのですが、よろしいでしょうか。 避難所について伺いたいのですが、よろしいでしょうか。
避難所 災害時、避難所にペット（犬猫に限らず昆虫や爬虫類なども含めて）を連れていくことはできますか？ 災害時、避難所にペット（犬猫に限らず昆虫や爬虫類なども含めて）を連れていくことはできますか？
避難所 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？ 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？
避難所 避難所の種類がいろいろあると聞きましたが、どのようなものでしょうか。 避難所の種類がいろいろあると聞きましたが、どのようなものでしょうか。
避難所 避難するときに準備するものがありますか。 避難するときに準備するものがありますか。
避難所 避難所の運営ってどうなっているの？ 避難所の運営ってどうなっているの？
避難所 避難所どこですか。 避難所どこですか。
避難所 ペットの猫を飼っているのですが、避難所に持ち込めますか。 ペットの猫を飼っているのですが、避難所に持ち込めますか。
避難所 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？ 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？
避難所 災害時の避難所はどこが指定されていますか 災害時の避難所はどこが指定されていますか
避難所 指定避難所・一時避難場所を知りたいのですが？ 指定避難所・一時避難場所を知りたいのですが？
避難所 避難所にペットを同行できますか 避難所にペットを同行できますか
避難所 避難所について伺いたいのですが、よろしいでしょうか。 避難所について伺いたいのですが、よろしいでしょうか。
避難所 災害時、避難所にペット（犬猫に限らず昆虫や爬虫類なども含めて）を連れていくことはできますか？ 災害時、避難所にペット（犬猫に限らず昆虫や爬虫類なども含めて）を連れていくことはできますか？
避難所 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？ 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？
避難所 避難所の種類がいろいろあると聞きましたが、どのようなものでしょうか。 避難所の種類がいろいろあると聞きましたが、どのようなものでしょうか。
避難所 避難するときに準備するものがありますか。 避難するときに準備するものがありますか。
避難所 避難所の運営ってどうなっているの？ 避難所の運営ってどうなっているの？
避難所 避難所どこですか。 避難所どこですか。
避難所 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？ 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？
避難所 災害時の避難所はどこが指定されていますか 災害時の避難所はどこが指定されていますか
避難所 指定避難所・一時避難場所を知りたいのですが？ 指定避難所・一時避難場所を知りたいのですが？
避難所 避難所にペットを同行できますか 避難所にペットを同行できますか
避難所 避難所について伺いたいのですが、よろしいでしょうか。 避難所について伺いたいのですが、よろしいでしょうか。
避難所 災害時、避難所にペット（犬猫に限らず昆虫や爬虫類なども含めて）を連れていくことはできますか？ 災害時、避難所にペット（犬猫に限らず昆虫や爬虫類なども含めて）を連れていくことはできますか？
避難所 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？ 災害が起きて自宅で暮らせなくなった場合、ペットも避難所に連れて行けますか？
避難所 避難所の種類がいろいろあると聞きましたが、どのようなものでしょうか。 避難所の種類がいろいろあると聞きましたが、どのようなものでしょうか。
避難所 避難するときに準備するものがありますか。 避難するときに準備するものがありますか。
避難所 避難所の運営ってどうなっているの？ 避難所の運営ってどうなっているの？
避難所 避難所の運営ってどうなっているの？ 避難所はどこにありますか
避難所 避難所はどこにありますか 避難所はどこにありますか
避難所 老人が一緒なので避難場所の暑さ（寒さ）が心配です、空調など備えた避難場所を紹介してもらえないでしょうか？ 老人が一緒なので避難場所の暑さ（寒さ）が心配です、空調など備えた避難場所を紹介してもらえないでしょうか？
避難所 家から一番近い避難所は川からあまり離れていないのですが、 他の避難所の方が安全ですか
避難所 NAN 地震で家がなくなりましたがシェルターはどこかにありますか？
避難所 明大前の近くに、どこか避難できるところがあるか 明大前の近くに、どこか避難できるところがあるか
避難所 避難所でボランティアをしたいのですが、どの避難所で人手が足りませんか？ どの避難所で人手が足りませんか？
避難所 NAN 私に一番近い避難所はどこにありますか。
避難所 NAN 一番近くの避難所教えていただけますか。
避難所 余震が多くて夜壊れかけの家で寝るのは不安です。どこに行けばいいですか？ 小さい子どもがいるので、和室があるところがいいんですが。
避難所 桜木町に住む５です。５０人でうち６人は子供、８人が高齢者です。避難したいと考えています。 どこの避難所は空いていますでしょうか/まだ受け入れていますでしょうか。
避難所 NAN 避難所に家族が来ているか確認して頂くことはできますか？
避難所 桜木町５番地の山本です どこに避難すればよいですか？
避難所 NAN 家に水が溢れているので一番近い避難所はどこですか
避難所 いま、出張で徳島に来ているのですが、どこに避難したらいいのかわかりません。 近くの避難所を教えてください。
避難所 子供が避難しているとしたら、どこが考えられるか、 いくつか避難所を教えてください。
避難所 指定された避難場所が人で溢れて入れません。 ほかに行ける場所ありませんか？
